51.91024645, 4.482313155
51.92410235, 4.482054381
51.92102728, 4.473618335
51.9106444, 4.470202513
51.91353858, 4.471392875
51.88467692, 4.566664696
51.92235545, 4.410238266
51.95669663, 4.460062981
51.90843158, 4.372386932
51.9229085, 4.474601678
51.92277892, 4.472594261
51.9231296, 4.476483464
51.91626759, 4.47776556
51.91851424, 4.476982355
51.92052918, 4.478473663
51.9196094, 4.481585026
51.92145555, 4.482057095
51.92029758, 4.49352622
51.92095267, 4.531731606
51.91393811, 4.485533237
51.90454284, 4.484369159
51.88711387, 4.491305351
51.88270342, 4.490425587
51.87298036, 4.47684288
51.87333805, 4.476928711
51.9528749, 4.550077915
51.92185936, 4.491214995
51.92091875, 4.481122793
51.92043654, 4.558575153
51.89486754, 4.534789324
